timestamp,current_x,current_y,goal_x,goal_y,dir_x,dir_y,distance_to_goal,vision_mean,vision_dark,vision_edge,front_clear,left_clear,right_clear,min_range,predicted_action
1778049355.995130,-1.999873,-1.999681,2.000000,2.000000,0.994799,-0.101858,5.656538,0.321886,0.668187,0.005391,0.164304,0.151328,1.000000,0.045446,0
1778049356.194855,-1.999724,-1.999552,2.000000,2.000000,0.977241,-0.212131,5.656342,0.303121,0.689492,0.005065,0.161235,0.155300,1.000000,0.047255,0
1778049356.394878,-1.999590,-1.999408,2.000000,2.000000,0.947497,-0.319763,5.656146,0.289125,0.705472,0.004805,0.155577,0.154485,1.000000,0.050274,0
1778049356.594843,-1.999472,-1.999249,2.000000,2.000000,0.905938,-0.423410,5.655950,0.276428,0.720133,0.004281,0.157018,0.155565,1.000000,0.155565,0
1778049356.794877,-1.999374,-1.999079,2.000000,2.000000,0.853079,-0.521782,5.655760,0.267774,0.729827,0.004157,0.156346,0.158398,1.000000,0.156346,3
1778049356.994851,-1.999294,-1.998899,2.000000,2.000000,0.789579,-0.613649,5.655577,0.261292,0.736289,0.004170,0.155474,0.161907,1.000000,0.046772,3
1778049357.194875,-1.999237,-1.998712,2.000000,2.000000,0.716228,-0.697866,5.655404,0.257210,0.740592,0.004167,0.156012,0.165486,1.000000,0.156012,3
1778049357.394933,-1.999206,-1.998551,2.000000,2.000000,0.648235,-0.761440,5.655268,0.257714,0.740169,0.004176,0.159283,0.176213,1.000000,0.157125,3
1778049357.594952,-1.999187,-1.998356,2.000000,2.000000,0.559281,-0.828978,5.655117,0.261123,0.736540,0.004170,0.159599,0.187064,1.000000,0.157530,3
1778049357.794886,-1.999190,-1.998159,2.000000,2.000000,0.463347,-0.886177,5.654980,0.268021,0.729167,0.004154,0.166635,0.202797,1.000000,0.049043,3
1778049357.994955,-1.999215,-1.997965,2.000000,2.000000,0.361631,-0.932321,5.654860,0.277331,0.718779,0.004274,0.173078,0.222026,1.000000,0.152595,3
1778049358.194920,-1.999261,-1.997774,2.000000,2.000000,0.255404,-0.966835,5.654758,0.289746,0.704854,0.004590,0.184453,0.253306,1.000000,0.048419,3
